0.4241293	0.05104689
0.3131271	0.009318292
0.4674578	0.0184925
0.008270613	0.001080775
0.02619379	-0.001109621
1.307401	0.06395237
0.9339172	0.02197273
0.1772444	-0.001031439
0.02814472	0.001555324
0.08263248	0.009603559
2.003369	0.01443056
0.1687047	0.006646369
10.86121	0.4252085
0.8152049	0.05193333
0.00156375	-0.000225
10.73656	0.6834576
2.604579	0.1429847
2.474968	0.1894016
0.004685443	0.000174266
0.3085708	0.02824444
0.0115146	0.001308187
27.10381	2.85828
0.1132274	-0.005031239
0.2220384	0.009623252
0.9082964	0.06896098
0.2303861	0.02935807
0.01672843	0.000744531
2.431067	0.07667778
0.01783901	0.001947465
11.19377	0.4876507
0.01869933	-0.01455116
0.01866487	0.002205715
0.009967974	0.000238015
0.01199744	0.000811009
0.05639028	0.0041203
0.001663238	0.000125943
0.007691205	0.000245634
0.004106862	0.000275535
0.004091389	0.000128862
0.1490613	0.01375601
0.5521417	0.03274861
0.09895268	-0.07124587
0.1016071	0.01166535
0.03456526	-0.002262352
0.2198424	0.009506597
0.1767899	-0.06261363
0.2700251	-0.02338783
0.01106735	0.000514524
0.04372994	0.004701874
0.2064066	-0.002814176
0.1043188	0.004227193
0.02044313	0.001715463
0.3558603	0.01000534
0.007180894	0.000652818
0.04484099	0.003788461
12.25878	1.401093
